,id,text,text_compound,text_pos,text_neu,text_neg,text_sent
23,2022-04-14 21:47:34,gua baru tau kaya ada conference nayangin line tahun ini gt httpstcod7UnRDxIPA,0.2732,0.16,0.84,0.0,1
24,2022-04-14 21:47:34,RT dind14020907 Baru harini nak start meniaga Semangat suamiku p beli meja beli kanopi p restock kambing Baru buka takdan sejam huj,0.0,0.0,1.0,0.0,0
25,2022-04-14 21:47:34,Selamat berbuka sayang Malam ini key masih ada slot yaa sampai jam10 malam aja cus lgs aja DM aku  httpstcoKnD5ONtnWE,0.0,0.0,1.0,0.0,0
26,2022-04-14 21:47:34,RT TgZati Semalam hampir2 kena scam dengan AIA amp ipd seremban cakap ada orang salah guna ic utk claim insurance 33k  amp police ke,-0.5719,0.0,0.861,0.139,-1
27,2022-04-14 21:47:34,userjeong9 False benci math tapi ada sesetengah tajuk suka,0.0,0.0,1.0,0.0,0
28,2022-04-14 21:47:34,bngtanmy rapmoonst Air beriak itu tanda tak dalam klo semakin pamer justru semakin ga ada apa  fansnya tp jd gregetan,0.0,0.0,1.0,0.0,0
29,2022-04-14 21:47:33,RT indrazil ChusnulCh ini baru akhlak dan imannya sejalan ga kayak kadrun ga ada akhlak imanpun nyangkut dikerongkongan,0.0,0.0,1.0,0.0,0
30,2022-04-14 21:47:33,yunoarcv Sinii ADA KAAA Coba beli app sama qireeinaa dehhh LANGSUNG DI PROSES dijamin murce TRUSTED bole tanya tanya dulu sellernya ga galak DMWAfsr httpstcoYdXLwQrCeh t wts wtb need butuh info yang yg beli jajan mau jual premium httpstcoGV5d5p0Gwb,0.5904,0.094,0.906,0.0,1
31,2022-04-14 21:47:33,hai hai aku ada inii t layout ready stock leot ready stock httpstcoyJY3D3CYbv httpstcou8HkQJY4fe,0.6124,0.312,0.688,0.0,1
32,2022-04-14 21:47:33,RT erasmus70 Proses duaduanya tetap jalan Masalah dia nanti dikategorikan membela diri itu nanti putusannya ada di pengadilan kata,0.0,0.0,1.0,0.0,0
33,2022-04-14 21:47:33,amararawrr hari ini ada yang bikin sedih ga,0.0,0.0,1.0,0.0,0
34,2022-04-14 21:47:33,littleechesnut gennesque Mana ada saya ganggu,0.0,0.0,1.0,0.0,0
35,2022-04-14 21:47:33,RT garytaubes Signs paradigm may shifted The ADA offers guidance low carb low carb diets1 in,-0.4939,0.0,0.769,0.231,-1
36,2022-04-14 21:47:33,wadlix Introducing AdaBandits  early inspiring 3D ADA NFT project1 unique NFTs x6 seasons HODL focused roadmap Entry Grand Robbery Eventpart P2E game SAY HI IN CHAT httpstcokwFUm3fPjc httpstcoQhIMy2USHv Discord Crypto,0.6908,0.226,0.701,0.073,1
37,2022-04-14 21:47:33,RT SuhoCommunityID 22014 One Day Cafe Event Seoul Selama fansign ada pembatas kaca di antara Junmyeon dan fans Ketika Junmyeon tidak,0.0,0.0,1.0,0.0,0
38,2022-04-14 21:47:33,RT Sridiana3va Aksi1 April 2022 kemarin saya menyaksikan mahasiswa sudah banyak di depan gedung DPR MPR Tapi saya dengar berita ra,0.0,0.0,1.0,0.0,0
39,2022-04-14 21:47:33,ateezmart aku ada bene mingi apple music fever epi 85k httpstcov6dz3hm4gF,0.0,0.0,1.0,0.0,0
40,2022-04-14 21:47:33,Wah kak ann ada anak monsta x nih sweetiehoneys  httpstcoetGeadrDwk,0.0,0.0,1.0,0.0,0
41,2022-04-14 21:47:33,IiIraccoon btul bb kita spesies amfibi klo mau cerita bs ke pinggir rawa yah ada ak disitu,0.0,0.0,1.0,0.0,0
42,2022-04-14 21:47:32,ywzhuoc Kayak putri tidur kah Ada pangerannya gak,0.0,0.0,1.0,0.0,0
43,2022-04-14 21:47:32,schfess Ngga daftar bidikmisi nder Biasanya nanti ada lagi sih yang beasiswa kampus kalo dikampusku tapi pas semester 2 atau 3 gitu harus ada bukti nilai gitu,0.0,0.0,1.0,0.0,0
44,2022-04-14 21:47:32,collegemenfess nomor 2 ga bisa jadi patokan karena boro2 ngobrol santai mau mulai chat aja mesti nyusun kalimat didraft dulu terus sebelum dikirim nanya pendapat temen kalo udah pas dan sopan dibaca2 lg baru kirim dosen dkampus aku suka ada aja kritiknya soal mahasiswa ngechat ke dosen tu,0.0,0.0,1.0,0.0,0
45,2022-04-14 21:47:32,ml ada slot sq yg membernya aktif ga ga mabar gpp cuma pajangan sm biar bs dpt tiket mcl,0.0,0.0,1.0,0.0,0
46,2022-04-14 21:47:32,RT RareFilem Koko tajir bo tocil mchat Akses grup cukup 50k untuk menikmati koleksi vidio segar amp terupdate ada digrup telegram admin,0.0,0.0,1.0,0.0,0
47,2022-04-14 21:47:32,RT Renjun323ID OP bilang kalau Renjun ada makan bersama pada hari ulang tahunnya setelah mereka selesai syuting Lalu OP bertanya Apa,0.0,0.0,1.0,0.0,0
48,2022-04-14 21:47:32,Genesell Engene buat yang masih bingung mau ikut P 0 4lbum com3back jepang enhypen Di mana mending langsung kepoin GObyCeha yuk Bisa p via sp4y later lohh ada g 0 trust3d Dom Jkt dan Pelun4s4n 14  Tanya langsung dm ajaaa yaaaaaaaaa httpstco5TaS3Spw7H,0.0,0.0,1.0,0.0,0
49,2022-04-14 21:47:32,Padahal kemaren baru mau beli pc renjun yang selimut eh pas ada berita pc yg katanya sepuluh jeti jadi takut belinya nanti anak gua diculik kan berabesoalnya terlalu kiyowo ,0.0,0.0,1.0,0.0,0
50,2022-04-14 21:47:32,RT heroicscene Hi guys Selamat berbuka puasa Jomlah beli dengan saya Premium Butter Cookies Ada mcm2 flavour Lembut dan sedap  sa,0.0,0.0,1.0,0.0,0
51,2022-04-14 21:47:32,RT fadhil60529722 jika tidak ada niatan untuk kembali lagijangan rusak hati yang sedang ditata kembali OjoKulinoMekso,0.0,0.0,1.0,0.0,0
52,2022-04-14 21:47:32,Malm ada yg mau mampir k room vi gk nii Di tunggu tbt yh,0.0,0.0,1.0,0.0,0
53,2022-04-14 21:47:32,mau clearance salekira kira ada yg mau jajan ga ya httpstcoiaa5DCmoTB,0.0,0.0,1.0,0.0,0
54,2022-04-14 21:47:32,Aku ada sorang member kerja dia suka ambil cuti lepas tu ambil ELMC sehari sebelum PH Tapiiiiii kali ni lagi advance sebab dia kata dia akan ambil CL hari Isnin Selasa kan PH Ya Allah hambamu tak kuat,0.0,0.0,1.0,0.0,0
55,2022-04-14 21:47:32,RT Kiyow12 uwumetawin Orang yang milih nganggur tp gak kena mental health sih pst punya privilege atw hebat bgt mentalnya wkwk ngang,0.3612,0.106,0.894,0.0,1
56,2022-04-14 21:47:32,nddaa ada beda nna juga si  hadah ,0.0,0.0,1.0,0.0,0
57,2022-04-14 21:47:32,RT emilmarioo lo ada masalah semua orang juga ada masalah nyet,0.0,0.0,1.0,0.0,0
58,2022-04-14 21:47:31,markettfess Ada bakuchiol oil serum 65k dom Jakarta yaa,0.0,0.0,1.0,0.0,0
59,2022-04-14 21:47:31,RT ekowboy2 Novel Baswedan kehilangan satu matanya cacat seumur hidup malah dipecat gak ada pejabat yg peduli Ade Armando yg cuma buz,0.3182,0.099,0.901,0.0,1
60,2022-04-14 21:47:31,yunoarcv Hi aku ready app premium legal fast proses fast respon dan yg sudah pasti100 trusted buruan diorder jgn sampai kehabisangtlt ingatt ada harga ada kualitas jgn terkecoh harga under all ewalletqris bisa dm rush httpstcogLF4lVmDSH httpstco1lFH58leZ,0.7269,0.173,0.827,0.0,1
61,2022-04-14 21:47:31,RT hamkayazid Ramai yang rasa berat nak baca alQuran sebab tak lancar Nak habiskan satu muka surat pun ambil masa yang lama Tapi ad,0.0,0.0,1.0,0.0,0
62,2022-04-14 21:47:31,maniachw  ga ada plato ,0.0,0.0,1.0,0.0,0
63,2022-04-14 21:47:31,RT RareFilem Sampai keenakan gitu doi Akses grup cukup 50k untuk menikmati koleksi vidio segar amp terupdate ada digrup telegram admin,0.0,0.0,1.0,0.0,0
64,2022-04-14 21:47:31,kimleybell ada apa,0.0,0.0,1.0,0.0,0
65,2022-04-14 21:47:31,Terus berjuang dan jangan menyerah karena Masih ada omongan yang harus di buktikan,0.0,0.0,1.0,0.0,0
66,2022-04-14 21:47:31,RT lightcherrybee  chanbaek fivetweet au  Bukankah di setiap pertemuan selalu ada perpisahan httpstcoa8UuSxsTdo,0.0,0.0,1.0,0.0,0
67,2022-04-14 21:47:31,RT jjngoOne ada yg tau akun itu iya ke lock akun sementara sampe tu akun balik mau nyari mutual lama engene only help rtlike htt,0.4019,0.101,0.899,0.0,1
68,2022-04-14 21:47:31,Askrlfess Nder berumah tangga itu ditanggung beban berdua semisal kamu ada yang mau keluh kesahin cerita ke suami mu disaat waktu senggang Semangat yaa moms,0.0,0.0,1.0,0.0,0
69,2022-04-14 21:47:31,RT Mozzarellya Ada yang mau dibuatin semacam TO di google form ngga  mapel PK buat latihan aja,0.0,0.0,1.0,0.0,0
70,2022-04-14 21:47:30,RT BcKbasah Lagi ngambek tibatiba di kirimin video omek sama ayaaang Video durasi panjangnya ada di group premium PROMO 5 GROUP ONLY,0.0,0.0,1.0,0.0,0
71,2022-04-14 21:47:30,lmao gaada hubungan nya lagian lagu itu kan karya seni semua orng pasti punya sudut pandang yg beda tergantung dia dengerinnya ada yg dengerinnya sambil bayangin pacar nya ada yg dengerinnya sambil bayangin orang tersayang nya selain pacar dll httpstcoXybqQSon2G,0.5994,0.091,0.909,0.0,1
72,2022-04-14 21:47:30,gadisresidub3 AtmaJaya0348928 DarkAnge1 Mereka Tdk Dipelajari Atau Mungkin Di Dalam Kitabnya Memang Tdk Ada Utk Mengamati Hubungan Alam Gaib Thd Alam NyataSebab Akibatnya,0.0,0.0,1.0,0.0,0
73,2022-04-14 21:47:30,apakah ada yg bs design mirip desainin  lg close dia sampe june  zonauang,0.0,0.0,1.0,0.0,0
74,2022-04-14 21:47:30,giriniie ohh gitu katanya ada poster si di cinepolis,0.0,0.0,1.0,0.0,0
75,2022-04-14 21:47:30,RT zizzynoot aduhh jntexpressid gimana nih kurirnya mana ada kurir begini gasopan kerjaan kurir kan emang nganterin barang lagian ba,0.0,0.0,1.0,0.0,0
76,2022-04-14 21:47:30,Ada yang jual Netflix ,0.0,0.0,1.0,0.0,0
77,2022-04-14 21:47:30,RT jei204 ada yg nyari jay standard coket jayjum  jay balon jay sg22 dm,0.0,0.0,1.0,0.0,0
78,2022-04-14 21:47:30,RT pamand12 pada kuat berapa menit kalo diginiin hayooooo Fullvid hanya ada di grup ya  MEDIA DI GRUP BISA DI DOWNLOAD info l,0.0,0.0,1.0,0.0,0
79,2022-04-14 21:47:30,Minimong02 Ngga ada huh,0.0,0.0,1.0,0.0,0
80,2022-04-14 21:47:30,Alhamdulillah pikiran agak plong tapi masih ada yang ganjel dikit,0.0,0.0,1.0,0.0,0
81,2022-04-14 21:47:30,            69 Orangorang yang bertakwa tidak ada tanggung jawab sedikit pun atas dosadosa mereka tetapi berkewajiban mengingatkan agar mereka juga bertakwa,0.0,0.0,1.0,0.0,0
82,2022-04-14 21:47:30,Cintad16 Ancen ndak ada otak,0.0,0.0,1.0,0.0,0
83,2022-04-14 21:47:30,ya kecuali tajuddin hussain telur sotong raffe dan chicken milani lain semua ada di tempat lain hahaha httpstcoRPb7UvGlKY,0.5574,0.175,0.825,0.0,1
84,2022-04-14 21:47:29,hiyourbae Mari ADA KAAA Coba beli app sama qireeinaa dehhh LANGSUNG DI PROSES dijamin murce TRUSTED bole tanya tanya dulu sellernya ga galak DMWAfsr httpstcoYdXLwQrCeh t wts wtb need butuh info yang yg beli jajan mau jual premium httpstcoGV5d5p0Gwb,0.5904,0.094,0.906,0.0,1
85,2022-04-14 21:47:29,RT meganmoonxx BUYFEG HODL  long term passive income financial freedom goal  httpstco1hvNVKRgS100 decentraliz,0.7184,0.353,0.647,0.0,1
86,2022-04-14 21:47:29,smp gue gasuka bgt sm mtk kyk ih apa itu mtk tiap ngerjain soal mtk udh nngis dluan tp skrg malah kena karma anjr skrg mtk asik walau ada bab yg susah,0.0,0.0,1.0,0.0,0
87,2022-04-14 21:47:29,Kalo ada yg mau order langsung ke httpstcoAXtzkUTV6n aja yaa soalnya aku mau logout hwhw,0.0,0.0,1.0,0.0,0
88,2022-04-14 21:47:29,astecusto Hah ada gitu,0.0,0.0,1.0,0.0,0
89,2022-04-14 21:47:29,RT ssoodamluv song popular Philippinesthey even dance hear love maybe song5ecretNumber please join challen,0.8885,0.535,0.465,0.0,1
90,2022-04-14 21:47:29,RT hamkayazid Ramai yang rasa berat nak baca alQuran sebab tak lancar Nak habiskan satu muka surat pun ambil masa yang lama Tapi ad,0.0,0.0,1.0,0.0,0
91,2022-04-14 21:47:29,RT sohara01807 WTS 3 TIKET SEVENTEEN DI BEKASI LAGOON AVENUE DI JUAL KARNA DI KARAWANG ADA HUHU httpstcoTaDj8x5obg,0.0,0.0,1.0,0.0,0
92,2022-04-14 21:47:28,RT nabillaeiman Kalau I mmg tak ingat dah instructions Makcik Siti ni haha kene record  Garang pun ada Makcik Siti ni WarongPakJabit,0.4588,0.13,0.87,0.0,1
93,2022-04-14 21:47:28,skyiewins Haloo  Aku ada layout scenery basic idol gg dan ulzzang 2kpcs 5k3pcs get ava jpgpng Minat bisa langsung dm yaa   All ewallet qris httpstcoiwQgXKDj8I,0.296,0.084,0.916,0.0,1
94,2022-04-14 21:47:28,prespiden hari ini ada yang bikin sedih ga,0.0,0.0,1.0,0.0,0
95,2022-04-14 21:47:28,RT sadarrdirii Kadang mulai sekarang sih lebih suka memilih menyibukkan diri sendiri daripada nggak ngelakuin apaapa karena supaya male,0.0,0.0,1.0,0.0,0
96,2022-04-14 21:47:28,What BlockChain pumps dumps  ZIL ETH ADA,-0.4019,0.0,0.69,0.31,-1
97,2022-04-14 21:47:28,RT sebongcrush youre not alone Pinwheel sama seperti kota metropolitan pada umumnya Namun ada satu hal yang berbeda dari kota Pinwhee,0.1877,0.08,0.92,0.0,1
98,2022-04-14 21:47:28,wts acc kosongan bekas  y1 ada proof zonauang httpstcofAt57x9Lvf,0.0,0.0,1.0,0.0,0
99,2022-04-14 21:47:28,RT SuhoCommunityID 22014 One Day Cafe Event Seoul Selama fansign ada pembatas kaca di antara Junmyeon dan fans Ketika Junmyeon tidak,0.0,0.0,1.0,0.0,0
